Timestamp,Equipment Name,Water Consumed (Liters),Energy Consumed (kWh),
09/03/2026 13:00,Main Electric Boiler (Caldera),69.6,272.3,
09/03/2026 14:00,Cooling Tower A (Torre Enfriamiento),1175.8,88.8,
09/03/2026 14:00,Cooling Tower B (Torre Enfriamiento),1068.4,122.9,
09/03/2026 14:00,HVAC Chiller Unit 1 (Enfriadora),0,452.9,
09/03/2026 14:00,HVAC Chiller Unit 2 (Enfriadora),0,441.6,
09/03/2026 14:00,Industrial Washer A (Lavandería),365,33.7,
09/03/2026 14:00,Industrial Washer B (Lavandería),428.2,29.3,
09/03/2026 14:00,Tunnel Dishwasher (Cocina),335.1,47.2,
09/03/2026 14:00,Pool Pump & Heater System,34.3,94.7,
09/03/2026 14:00,Main Electric Boiler (Caldera),68.5,249,
09/03/2026 15:00,Cooling Tower A (Torre Enfriamiento),950.7,104.3,
09/03/2026 15:00,Cooling Tower B (Torre Enfriamiento),1280.5,114.4,
09/03/2026 15:00,HVAC Chiller Unit 1 (Enfriadora),0,429.1,
09/03/2026 15:00,HVAC Chiller Unit 2 (Enfriadora),0,360.6,
09/03/2026 15:00,Industrial Washer A (Lavandería),602,31.9,
09/03/2026 15:00,Industrial Washer B (Lavandería),617.1,26.5,
09/03/2026 15:00,Tunnel Dishwasher (Cocina),190.3,25.6,
09/03/2026 15:00,Pool Pump & Heater System,44.7,61.5,
09/03/2026 15:00,Main Electric Boiler (Caldera),67.6,243.1,
09/03/2026 16:00,Cooling Tower A (Torre Enfriamiento),858.3,83,
09/03/2026 16:00,Cooling Tower B (Torre Enfriamiento),878,92.1,
09/03/2026 16:00,HVAC Chiller Unit 1 (Enfriadora),0,360.9,
09/03/2026 16:00,HVAC Chiller Unit 2 (Enfriadora),0,347,
09/03/2026 16:00,Industrial Washer A (Lavandería),446.6,17.7,
09/03/2026 16:00,Industrial Washer B (Lavandería),476,26.6,
09/03/2026 16:00,Tunnel Dishwasher (Cocina),349.5,45.1,
09/03/2026 16:00,Pool Pump & Heater System,41,69.3,
09/03/2026 16:00,Main Electric Boiler (Caldera),25.3,224.2,
09/03/2026 17:00,Cooling Tower A (Torre Enfriamiento),1181.1,108.6,
09/03/2026 17:00,Cooling Tower B (Torre Enfriamiento),1053,106.5,
09/03/2026 17:00,HVAC Chiller Unit 1 (Enfriadora),0,451.9,
09/03/2026 17:00,HVAC Chiller Unit 2 (Enfriadora),0,480.1,
09/03/2026 17:00,Industrial Washer A (Lavandería),658.7,33.8,
09/03/2026 17:00,Industrial Washer B (Lavandería),587.7,34.2,
09/03/2026 17:00,Tunnel Dishwasher (Cocina),306.5,33,
09/03/2026 17:00,Pool Pump & Heater System,54.4,65.8,
09/03/2026 17:00,Main Electric Boiler (Caldera),50.1,184.7,
09/03/2026 18:00,Cooling Tower A (Torre Enfriamiento),760.5,93.3,
09/03/2026 18:00,Cooling Tower B (Torre Enfriamiento),998.5,89,
09/03/2026 18:00,HVAC Chiller Unit 1 (Enfriadora),0,350.9,
09/03/2026 18:00,HVAC Chiller Unit 2 (Enfriadora),0,338.6,
09/03/2026 18:00,Industrial Washer A (Lavandería),453.3,26.8,
09/03/2026 18:00,Industrial Washer B (Lavandería),561.4,19.4,
09/03/2026 18:00,Tunnel Dishwasher (Cocina),365.4,27.2,
09/03/2026 18:00,Pool Pump & Heater System,42.8,57.2,
09/03/2026 18:00,Main Electric Boiler (Caldera),39.3,259.2,
09/03/2026 19:00,Cooling Tower A (Torre Enfriamiento),910.6,80.6,
09/03/2026 19:00,Cooling Tower B (Torre Enfriamiento),1650.4,107.6,
09/03/2026 19:00,HVAC Chiller Unit 1 (Enfriadora),0,484.1,
09/03/2026 19:00,HVAC Chiller Unit 2 (Enfriadora),0,354.5,
09/03/2026 19:00,Industrial Washer A (Lavandería),646.4,41.8,
09/03/2026 19:00,Industrial Washer B (Lavandería),507,21.9,
09/03/2026 19:00,Tunnel Dishwasher (Cocina),296.6,21,
09/03/2026 19:00,Pool Pump & Heater System,36.1,88.2,
09/03/2026 19:00,Main Electric Boiler (Caldera),60.4,233.7,
09/03/2026 20:00,Cooling Tower A (Torre Enfriamiento),1010.5,124.9,
09/03/2026 20:00,Cooling Tower B (Torre Enfriamiento),1013.7,87.7,
09/03/2026 20:00,HVAC Chiller Unit 1 (Enfriadora),0,512.9,
09/03/2026 20:00,HVAC Chiller Unit 2 (Enfriadora),0,474.3,
09/03/2026 20:00,Industrial Washer A (Lavandería),339.8,30.3,
09/03/2026 20:00,Industrial Washer B (Lavandería),521.3,34.2,
09/03/2026 20:00,Tunnel Dishwasher (Cocina),310.7,45.3,
09/03/2026 20:00,Pool Pump & Heater System,39.8,66.1,
09/03/2026 20:00,Main Electric Boiler (Caldera),86.6,219.6,
09/03/2026 21:00,Cooling Tower A (Torre Enfriamiento),932.8,93.8,
09/03/2026 21:00,Cooling Tower B (Torre Enfriamiento),1114.6,101.2,
09/03/2026 21:00,HVAC Chiller Unit 1 (Enfriadora),0,498.4,
09/03/2026 21:00,HVAC Chiller Unit 2 (Enfriadora),0,390.2,
09/03/2026 21:00,Industrial Washer A (Lavandería),581.1,24.4,
09/03/2026 21:00,Industrial Washer B (Lavandería),525.6,26.5,
09/03/2026 21:00,Tunnel Dishwasher (Cocina),283.8,35.6,
09/03/2026 21:00,Pool Pump & Heater System,27.1,73.8,
09/03/2026 21:00,Main Electric Boiler (Caldera),68.2,225.3,
09/03/2026 22:00,Cooling Tower A (Torre Enfriamiento),1008.1,114.7,
09/03/2026 22:00,Cooling Tower B (Torre Enfriamiento),1049.9,101.8,
09/03/2026 22:00,HVAC Chiller Unit 1 (Enfriadora),0,340.2,
09/03/2026 22:00,HVAC Chiller Unit 2 (Enfriadora),0,423.7,
09/03/2026 22:00,Industrial Washer A (Lavandería),494.7,33.3,
09/03/2026 22:00,Industrial Washer B (Lavandería),438.9,30.3,
09/03/2026 22:00,Tunnel Dishwasher (Cocina),304.5,48.6,
09/03/2026 22:00,Pool Pump & Heater System,38.3,52.2,
09/03/2026 22:00,Main Electric Boiler (Caldera),50.3,182.7,
09/03/2026 23:00,Cooling Tower A (Torre Enfriamiento),439.6,85.1,
09/03/2026 23:00,Cooling Tower B (Torre Enfriamiento),439.7,67.7,
09/03/2026 23:00,HVAC Chiller Unit 1 (Enfriadora),0,301.5,
09/03/2026 23:00,HVAC Chiller Unit 2 (Enfriadora),0,286.5,
09/03/2026 23:00,Industrial Washer A (Lavandería),389.1,17.6,
09/03/2026 23:00,Industrial Washer B (Lavandería),391.6,19.3,
09/03/2026 23:00,Tunnel Dishwasher (Cocina),195.7,27.7,
09/03/2026 23:00,Pool Pump & Heater System,20.2,34.8,
09/03/2026 23:00,Main Electric Boiler (Caldera),51.5,179.8,
10/03/2026 00:00,Cooling Tower A (Torre Enfriamiento),428.6,41.3,
10/03/2026 00:00,Cooling Tower B (Torre Enfriamiento),454.4,44.7,
10/03/2026 00:00,HVAC Chiller Unit 1 (Enfriadora),0,225.1,
10/03/2026 00:00,HVAC Chiller Unit 2 (Enfriadora),0,191.8,
10/03/2026 00:00,Industrial Washer A (Lavandería),22.1,1,
10/03/2026 00:00,Industrial Washer B (Lavandería),21.5,1.5,
10/03/2026 00:00,Tunnel Dishwasher (Cocina),14.3,1.9,
10/03/2026 00:00,Pool Pump & Heater System,26.2,30,
10/03/2026 00:00,Main Electric Boiler (Caldera),21.1,118.4,
10/03/2026 01:00,Cooling Tower A (Torre Enfriamiento),316.5,32.4,
10/03/2026 01:00,Cooling Tower B (Torre Enfriamiento),253.7,30,
10/03/2026 01:00,HVAC Chiller Unit 1 (Enfriadora),0,104.7,
10/03/2026 01:00,HVAC Chiller Unit 2 (Enfriadora),0,113.7,
10/03/2026 01:00,Industrial Washer A (Lavandería),17.3,0.9,
10/03/2026 01:00,Industrial Washer B (Lavandería),17.8,0.6,
10/03/2026 01:00,Tunnel Dishwasher (Cocina),9.4,0.9,
10/03/2026 01:00,Pool Pump & Heater System,10.6,24.4,
10/03/2026 01:00,Main Electric Boiler (Caldera),16,74.2,
10/03/2026 02:00,Cooling Tower A (Torre Enfriamiento),413.9,30.8,
10/03/2026 02:00,Cooling Tower B (Torre Enfriamiento),387.3,36.4,
10/03/2026 02:00,HVAC Chiller Unit 1 (Enfriadora),0,121.4,
10/03/2026 02:00,HVAC Chiller Unit 2 (Enfriadora),0,126.9,
10/03/2026 02:00,Industrial Washer A (Lavandería),23.3,1.7,
10/03/2026 02:00,Industrial Washer B (Lavandería),15.8,0.8,
10/03/2026 02:00,Tunnel Dishwasher (Cocina),6.7,0.9,
10/03/2026 02:00,Pool Pump & Heater System,8.5,21.2,
10/03/2026 02:00,Main Electric Boiler (Caldera),19.8,87.9,
10/03/2026 03:00,Cooling Tower A (Torre Enfriamiento),433.8,52.1,
10/03/2026 03:00,Cooling Tower B (Torre Enfriamiento),608.3,56.7,
10/03/2026 03:00,HVAC Chiller Unit 1 (Enfriadora),0,206.2,
10/03/2026 03:00,HVAC Chiller Unit 2 (Enfriadora),0,225.7,
10/03/2026 03:00,Industrial Washer A (Lavandería),22.3,1.4,
10/03/2026 03:00,Industrial Washer B (Lavandería),24.2,1,
10/03/2026 03:00,Tunnel Dishwasher (Cocina),13.7,1.1,
10/03/2026 03:00,Pool Pump & Heater System,29.4,27.5,
10/03/2026 03:00,Main Electric Boiler (Caldera),44.2,120.4,
10/03/2026 04:00,Cooling Tower A (Torre Enfriamiento),247.6,32,
10/03/2026 04:00,Cooling Tower B (Torre Enfriamiento),318.9,33.7,
10/03/2026 04:00,HVAC Chiller Unit 1 (Enfriadora),0,121.3,
10/03/2026 04:00,HVAC Chiller Unit 2 (Enfriadora),0,128.6,
10/03/2026 04:00,Industrial Washer A (Lavandería),17.6,0.7,
10/03/2026 04:00,Industrial Washer B (Lavandería),17.6,0.6,
10/03/2026 04:00,Tunnel Dishwasher (Cocina),7.5,1.3,
10/03/2026 04:00,Pool Pump & Heater System,13.1,23.1,
10/03/2026 04:00,Main Electric Boiler (Caldera),20,60.5,
10/03/2026 05:00,Cooling Tower A (Torre Enfriamiento),213.6,32.8,
10/03/2026 05:00,Cooling Tower B (Torre Enfriamiento),327.7,35.9,
10/03/2026 05:00,HVAC Chiller Unit 1 (Enfriadora),0,141.5,
10/03/2026 05:00,HVAC Chiller Unit 2 (Enfriadora),0,139.1,
10/03/2026 05:00,Industrial Washer A (Lavandería),10.3,1,
10/03/2026 05:00,Industrial Washer B (Lavandería),10.2,1,
10/03/2026 05:00,Tunnel Dishwasher (Cocina),8.9,0.7,
10/03/2026 05:00,Pool Pump & Heater System,8.8,20.7,
10/03/2026 05:00,Main Electric Boiler (Caldera),27.3,82.9,
10/03/2026 06:00,Cooling Tower A (Torre Enfriamiento),674.9,64.6,
10/03/2026 06:00,Cooling Tower B (Torre Enfriamiento),673.4,66.8,
10/03/2026 06:00,HVAC Chiller Unit 1 (Enfriadora),0,227,
10/03/2026 06:00,HVAC Chiller Unit 2 (Enfriadora),0,229.9,
10/03/2026 06:00,Industrial Washer A (Lavandería),256.7,24.2,
10/03/2026 06:00,Industrial Washer B (Lavandería),231.1,19.2,
10/03/2026 06:00,Tunnel Dishwasher (Cocina),132,30.7,
10/03/2026 06:00,Pool Pump & Heater System,29.6,57.6,
10/03/2026 06:00,Main Electric Boiler (Caldera),25.6,152.8,
10/03/2026 07:00,Cooling Tower A (Torre Enfriamiento),674.7,61.8,
10/03/2026 07:00,Cooling Tower B (Torre Enfriamiento),863.4,69.9,
10/03/2026 07:00,HVAC Chiller Unit 1 (Enfriadora),0,254,
10/03/2026 07:00,HVAC Chiller Unit 2 (Enfriadora),0,240.9,
10/03/2026 07:00,Industrial Washer A (Lavandería),284.1,16.5,
10/03/2026 07:00,Industrial Washer B (Lavandería),297.9,15.2,
10/03/2026 07:00,Tunnel Dishwasher (Cocina),164.3,39.2,
10/03/2026 07:00,Pool Pump & Heater System,14.9,47.1,
10/03/2026 07:00,Main Electric Boiler (Caldera),44.6,165.7,
10/03/2026 08:00,Cooling Tower A (Torre Enfriamiento),496.5,58.8,
10/03/2026 08:00,Cooling Tower B (Torre Enfriamiento),676.5,70.6,
10/03/2026 08:00,HVAC Chiller Unit 1 (Enfriadora),0,240.4,
10/03/2026 08:00,HVAC Chiller Unit 2 (Enfriadora),0,249.6,
10/03/2026 08:00,Industrial Washer A (Lavandería),242.7,17,
10/03/2026 08:00,Industrial Washer B (Lavandería),317.6,9.1,
10/03/2026 08:00,Tunnel Dishwasher (Cocina),179.5,23.8,
10/03/2026 08:00,Pool Pump & Heater System,30.2,44.2,
10/03/2026 08:00,Main Electric Boiler (Caldera),40.4,135.5,
10/03/2026 09:00,Cooling Tower A (Torre Enfriamiento),845.6,97.9,
10/03/2026 09:00,Cooling Tower B (Torre Enfriamiento),941.8,77.9,
10/03/2026 09:00,HVAC Chiller Unit 1 (Enfriadora),0,272.4,
10/03/2026 09:00,HVAC Chiller Unit 2 (Enfriadora),0,352.3,
10/03/2026 09:00,Industrial Washer A (Lavandería),407.6,20.1,
10/03/2026 09:00,Industrial Washer B (Lavandería),324.8,22.6,
10/03/2026 09:00,Tunnel Dishwasher (Cocina),325.3,31.7,
10/03/2026 09:00,Pool Pump & Heater System,35.9,58.4,
10/03/2026 09:00,Main Electric Boiler (Caldera),30.6,222,
10/03/2026 10:00,Cooling Tower A (Torre Enfriamiento),1147.4,81,
10/03/2026 10:00,Cooling Tower B (Torre Enfriamiento),901.5,96.9,
10/03/2026 10:00,HVAC Chiller Unit 1 (Enfriadora),0,403.9,
10/03/2026 10:00,HVAC Chiller Unit 2 (Enfriadora),0,333.5,
10/03/2026 10:00,Industrial Washer A (Lavandería),397.5,28.7,
10/03/2026 10:00,Industrial Washer B (Lavandería),415,31.6,
10/03/2026 10:00,Tunnel Dishwasher (Cocina),256.3,30.8,
10/03/2026 10:00,Pool Pump & Heater System,53.8,77.3,
10/03/2026 10:00,Main Electric Boiler (Caldera),104.6,164,
10/03/2026 11:00,Cooling Tower A (Torre Enfriamiento),1177.6,95.1,
10/03/2026 11:00,Cooling Tower B (Torre Enfriamiento),906.4,100.1,
10/03/2026 11:00,HVAC Chiller Unit 1 (Enfriadora),0,345.8,
10/03/2026 11:00,HVAC Chiller Unit 2 (Enfriadora),0,408.3,
10/03/2026 11:00,Industrial Washer A (Lavandería),435.5,15.8,
10/03/2026 11:00,Industrial Washer B (Lavandería),406.9,18.9,
10/03/2026 11:00,Tunnel Dishwasher (Cocina),245.8,34.3,
10/03/2026 11:00,Pool Pump & Heater System,43.7,73.4,
10/03/2026 11:00,Main Electric Boiler (Caldera),56.2,208.2,
10/03/2026 12:00,Cooling Tower A (Torre Enfriamiento),727.8,72,
10/03/2026 12:00,Cooling Tower B (Torre Enfriamiento),991.6,90,
10/03/2026 12:00,HVAC Chiller Unit 1 (Enfriadora),0,328.1,
10/03/2026 12:00,HVAC Chiller Unit 2 (Enfriadora),0,347.6,
10/03/2026 12:00,Industrial Washer A (Lavandería),327.5,16.5,
10/03/2026 12:00,Industrial Washer B (Lavandería),432.6,24,
10/03/2026 12:00,Tunnel Dishwasher (Cocina),323.9,42.6,
10/03/2026 12:00,Pool Pump & Heater System,36.8,80.1,
10/03/2026 12:00,Main Electric Boiler (Caldera),58.1,192.2,
10/03/2026 13:00,Cooling Tower A (Torre Enfriamiento),1065.8,109.2,
10/03/2026 13:00,Cooling Tower B (Torre Enfriamiento),1563.7,108.7,
10/03/2026 13:00,HVAC Chiller Unit 1 (Enfriadora),0,478.3,
10/03/2026 13:00,HVAC Chiller Unit 2 (Enfriadora),0,391.7,
10/03/2026 13:00,Industrial Washer A (Lavandería),626,36.2,
10/03/2026 13:00,Industrial Washer B (Lavandería),545.6,35,
10/03/2026 13:00,Tunnel Dishwasher (Cocina),251,37.9,
10/03/2026 13:00,Pool Pump & Heater System,39.2,89.3,
10/03/2026 13:00,Main Electric Boiler (Caldera),64.3,291,
10/03/2026 14:00,Cooling Tower A (Torre Enfriamiento),672.9,74.2,
10/03/2026 14:00,Cooling Tower B (Torre Enfriamiento),904.8,98,
10/03/2026 14:00,HVAC Chiller Unit 1 (Enfriadora),0,368.4,
10/03/2026 14:00,HVAC Chiller Unit 2 (Enfriadora),0,381.1,
10/03/2026 14:00,Industrial Washer A (Lavandería),412.3,27.1,
10/03/2026 14:00,Industrial Washer B (Lavandería),408.9,22.4,
10/03/2026 14:00,Tunnel Dishwasher (Cocina),280.8,46.3,
10/03/2026 14:00,Pool Pump & Heater System,35.1,73.9,
10/03/2026 14:00,Main Electric Boiler (Caldera),53.5,228.8,
10/03/2026 15:00,Cooling Tower A (Torre Enfriamiento),854.8,133.1,
10/03/2026 15:00,Cooling Tower B (Torre Enfriamiento),1091.7,121.4,
10/03/2026 15:00,HVAC Chiller Unit 1 (Enfriadora),0,448.8,
10/03/2026 15:00,HVAC Chiller Unit 2 (Enfriadora),0,434.8,
10/03/2026 15:00,Industrial Washer A (Lavandería),587.3,23.2,
10/03/2026 15:00,Industrial Washer B (Lavandería),533.3,19.9,
10/03/2026 15:00,Tunnel Dishwasher (Cocina),287.5,34.8,
10/03/2026 15:00,Pool Pump & Heater System,40,77.5,
10/03/2026 15:00,Main Electric Boiler (Caldera),68.2,248.6,
10/03/2026 16:00,Cooling Tower A (Torre Enfriamiento),952.3,100.9,
10/03/2026 16:00,Cooling Tower B (Torre Enfriamiento),751.6,115.5,
10/03/2026 16:00,HVAC Chiller Unit 1 (Enfriadora),0,406.1,
10/03/2026 16:00,HVAC Chiller Unit 2 (Enfriadora),0,367.7,
10/03/2026 16:00,Industrial Washer A (Lavandería),485.3,27.2,
10/03/2026 16:00,Industrial Washer B (Lavandería),392.5,29.3,
10/03/2026 16:00,Tunnel Dishwasher (Cocina),327,47.4,
10/03/2026 16:00,Pool Pump & Heater System,49.5,68.9,
10/03/2026 16:00,Main Electric Boiler (Caldera),27.6,240.1,
10/03/2026 17:00,Cooling Tower A (Torre Enfriamiento),941.4,104.1,
10/03/2026 17:00,Cooling Tower B (Torre Enfriamiento),1057.5,123.2,
10/03/2026 17:00,HVAC Chiller Unit 1 (Enfriadora),0,449.5,
10/03/2026 17:00,HVAC Chiller Unit 2 (Enfriadora),0,271.6,
10/03/2026 17:00,Industrial Washer A (Lavandería),420.9,17.2,
10/03/2026 17:00,Industrial Washer B (Lavandería),528.5,28,
10/03/2026 17:00,Tunnel Dishwasher (Cocina),322.3,33.3,
10/03/2026 17:00,Pool Pump & Heater System,44.8,86.3,
10/03/2026 17:00,Main Electric Boiler (Caldera),38,190.4,
10/03/2026 18:00,Cooling Tower A (Torre Enfriamiento),1484.8,103.5,
10/03/2026 18:00,Cooling Tower B (Torre Enfriamiento),1219.4,120.2,
10/03/2026 18:00,HVAC Chiller Unit 1 (Enfriadora),0,387.8,
10/03/2026 18:00,HVAC Chiller Unit 2 (Enfriadora),0,391.9,
10/03/2026 18:00,Industrial Washer A (Lavandería),554.3,19,
10/03/2026 18:00,Industrial Washer B (Lavandería),586.2,17.5,
10/03/2026 18:00,Tunnel Dishwasher (Cocina),305.2,36.1,
10/03/2026 18:00,Pool Pump & Heater System,43.6,32.8,
10/03/2026 18:00,Main Electric Boiler (Caldera),30.5,221.7,
10/03/2026 19:00,Cooling Tower A (Torre Enfriamiento),1124.3,95.6,
10/03/2026 19:00,Cooling Tower B (Torre Enfriamiento),1095.3,126.5,
10/03/2026 19:00,HVAC Chiller Unit 1 (Enfriadora),0,267.9,
10/03/2026 19:00,HVAC Chiller Unit 2 (Enfriadora),0,409.5,
10/03/2026 19:00,Industrial Washer A (Lavandería),569.8,30.5,
10/03/2026 19:00,Industrial Washer B (Lavandería),672.8,22.3,
10/03/2026 19:00,Tunnel Dishwasher (Cocina),278.3,25,
10/03/2026 19:00,Pool Pump & Heater System,57.3,71.6,
10/03/2026 19:00,Main Electric Boiler (Caldera),55.2,252.2,
10/03/2026 20:00,Cooling Tower A (Torre Enfriamiento),977.1,115.5,
10/03/2026 20:00,Cooling Tower B (Torre Enfriamiento),802.7,113.3,
10/03/2026 20:00,HVAC Chiller Unit 1 (Enfriadora),0,386.1,
10/03/2026 20:00,HVAC Chiller Unit 2 (Enfriadora),0,376.4,
10/03/2026 20:00,Industrial Washer A (Lavandería),618.1,29.6,
10/03/2026 20:00,Industrial Washer B (Lavandería),383.4,27.2,
10/03/2026 20:00,Tunnel Dishwasher (Cocina),259.8,28.4,
10/03/2026 20:00,Pool Pump & Heater System,24.3,110,
10/03/2026 20:00,Main Electric Boiler (Caldera),82.7,169.3,
10/03/2026 21:00,Cooling Tower A (Torre Enfriamiento),800,88.8,
10/03/2026 21:00,Cooling Tower B (Torre Enfriamiento),1109.5,87.6,
10/03/2026 21:00,HVAC Chiller Unit 1 (Enfriadora),0,412.8,
10/03/2026 21:00,HVAC Chiller Unit 2 (Enfriadora),0,429.5,
10/03/2026 21:00,Industrial Washer A (Lavandería),443.6,30.8,
10/03/2026 21:00,Industrial Washer B (Lavandería),431,27.6,
10/03/2026 21:00,Tunnel Dishwasher (Cocina),183.9,23.4,
10/03/2026 21:00,Pool Pump & Heater System,28,50.1,
10/03/2026 21:00,Main Electric Boiler (Caldera),45.3,207.4,
10/03/2026 22:00,Cooling Tower A (Torre Enfriamiento),777.2,97.9,
10/03/2026 22:00,Cooling Tower B (Torre Enfriamiento),944.8,83.3,
10/03/2026 22:00,HVAC Chiller Unit 1 (Enfriadora),0,368.2,
10/03/2026 22:00,HVAC Chiller Unit 2 (Enfriadora),0,300,
10/03/2026 22:00,Industrial Washer A (Lavandería),398.3,17.5,
10/03/2026 22:00,Industrial Washer B (Lavandería),472.8,21.8,
10/03/2026 22:00,Tunnel Dishwasher (Cocina),253.2,43.3,
10/03/2026 22:00,Pool Pump & Heater System,20.9,70.1,
10/03/2026 22:00,Main Electric Boiler (Caldera),83.4,178.3,
10/03/2026 23:00,Cooling Tower A (Torre Enfriamiento),673.4,70.4,
10/03/2026 23:00,Cooling Tower B (Torre Enfriamiento),471.9,76.9,
10/03/2026 23:00,HVAC Chiller Unit 1 (Enfriadora),0,327.9,
10/03/2026 23:00,HVAC Chiller Unit 2 (Enfriadora),0,314.8,
10/03/2026 23:00,Industrial Washer A (Lavandería),410.6,15.8,
10/03/2026 23:00,Industrial Washer B (Lavandería),361.7,20.1,
10/03/2026 23:00,Tunnel Dishwasher (Cocina),130.7,21.2,
10/03/2026 23:00,Pool Pump & Heater System,31.7,59.7,
10/03/2026 23:00,Main Electric Boiler (Caldera),21.8,182.6,
11/03/2026 00:00,Cooling Tower A (Torre Enfriamiento),585.9,50.6,
11/03/2026 00:00,Cooling Tower B (Torre Enfriamiento),432.9,44,
11/03/2026 00:00,HVAC Chiller Unit 1 (Enfriadora),0,126,
11/03/2026 00:00,HVAC Chiller Unit 2 (Enfriadora),0,241.9,
11/03/2026 00:00,Industrial Washer A (Lavandería),22.1,1.7,
11/03/2026 00:00,Industrial Washer B (Lavandería),20.3,1.3,
11/03/2026 00:00,Tunnel Dishwasher (Cocina),15.7,1.4,
11/03/2026 00:00,Pool Pump & Heater System,22.9,32.9,
11/03/2026 00:00,Main Electric Boiler (Caldera),33.7,140.7,
11/03/2026 01:00,Cooling Tower A (Torre Enfriamiento),235.8,28.9,
11/03/2026 01:00,Cooling Tower B (Torre Enfriamiento),257.4,30.1,
11/03/2026 01:00,HVAC Chiller Unit 1 (Enfriadora),0,100.2,
11/03/2026 01:00,HVAC Chiller Unit 2 (Enfriadora),0,105.5,
11/03/2026 01:00,Industrial Washer A (Lavandería),11.7,0.9,
11/03/2026 01:00,Industrial Washer B (Lavandería),10.8,0.6,
11/03/2026 01:00,Tunnel Dishwasher (Cocina),7.1,1,
11/03/2026 01:00,Pool Pump & Heater System,11.3,16.8,
11/03/2026 01:00,Main Electric Boiler (Caldera),21.5,53.2,
11/03/2026 02:00,Cooling Tower A (Torre Enfriamiento),235.2,35.9,
11/03/2026 02:00,Cooling Tower B (Torre Enfriamiento),354.5,28.3,
11/03/2026 02:00,HVAC Chiller Unit 1 (Enfriadora),0,117.7,
11/03/2026 02:00,HVAC Chiller Unit 2 (Enfriadora),0,93,
11/03/2026 02:00,Industrial Washer A (Lavandería),14.1,0.7,
11/03/2026 02:00,Industrial Washer B (Lavandería),15.5,0.6,
11/03/2026 02:00,Tunnel Dishwasher (Cocina),10.8,1.1,
11/03/2026 02:00,Pool Pump & Heater System,6.9,19.6,
11/03/2026 02:00,Main Electric Boiler (Caldera),19.8,70,
11/03/2026 03:00,Cooling Tower A (Torre Enfriamiento),588.7,51,
11/03/2026 03:00,Cooling Tower B (Torre Enfriamiento),426.7,54.6,
11/03/2026 03:00,HVAC Chiller Unit 1 (Enfriadora),0,192.4,
11/03/2026 03:00,HVAC Chiller Unit 2 (Enfriadora),0,148.7,
11/03/2026 03:00,Industrial Washer A (Lavandería),30,1.7,
11/03/2026 03:00,Industrial Washer B (Lavandería),31.9,1.4,
11/03/2026 03:00,Tunnel Dishwasher (Cocina),13.6,2.4,
11/03/2026 03:00,Pool Pump & Heater System,22,48.3,
11/03/2026 03:00,Main Electric Boiler (Caldera),28.2,111.4,
11/03/2026 04:00,Cooling Tower A (Torre Enfriamiento),448.6,38.4,
11/03/2026 04:00,Cooling Tower B (Torre Enfriamiento),522,43,
11/03/2026 04:00,HVAC Chiller Unit 1 (Enfriadora),0,197.9,
11/03/2026 04:00,HVAC Chiller Unit 2 (Enfriadora),0,192.1,
11/03/2026 04:00,Industrial Washer A (Lavandería),16,1.4,
11/03/2026 04:00,Industrial Washer B (Lavandería),20,1.3,
11/03/2026 04:00,Tunnel Dishwasher (Cocina),10.8,1.6,
11/03/2026 04:00,Pool Pump & Heater System,22,40.2,
11/03/2026 04:00,Main Electric Boiler (Caldera),18.4,133,
11/03/2026 05:00,Cooling Tower A (Torre Enfriamiento),264.9,31,
11/03/2026 05:00,Cooling Tower B (Torre Enfriamiento),365.5,23,
11/03/2026 05:00,HVAC Chiller Unit 1 (Enfriadora),0,110.8,
11/03/2026 05:00,HVAC Chiller Unit 2 (Enfriadora),0,108.7,
11/03/2026 05:00,Industrial Washer A (Lavandería),11.2,0.7,
11/03/2026 05:00,Industrial Washer B (Lavandería),14.9,0.7,
11/03/2026 05:00,Tunnel Dishwasher (Cocina),5.7,1.9,
11/03/2026 05:00,Pool Pump & Heater System,10.8,20.4,
11/03/2026 05:00,Main Electric Boiler (Caldera),11.1,68.6,
11/03/2026 06:00,Cooling Tower A (Torre Enfriamiento),862,65.7,
11/03/2026 06:00,Cooling Tower B (Torre Enfriamiento),698.2,55.8,
11/03/2026 06:00,HVAC Chiller Unit 1 (Enfriadora),0,257.6,
11/03/2026 06:00,HVAC Chiller Unit 2 (Enfriadora),0,327.9,
11/03/2026 06:00,Industrial Washer A (Lavandería),384.3,19.6,
11/03/2026 06:00,Industrial Washer B (Lavandería),413.9,12.2,
11/03/2026 06:00,Tunnel Dishwasher (Cocina),180.9,42,
11/03/2026 06:00,Pool Pump & Heater System,23.3,46.7,
11/03/2026 06:00,Main Electric Boiler (Caldera),53.4,187.4,
11/03/2026 07:00,Cooling Tower A (Torre Enfriamiento),660,62.7,
11/03/2026 07:00,Cooling Tower B (Torre Enfriamiento),797.8,99,
11/03/2026 07:00,HVAC Chiller Unit 1 (Enfriadora),0,288.9,
11/03/2026 07:00,HVAC Chiller Unit 2 (Enfriadora),0,323.1,
11/03/2026 07:00,Industrial Washer A (Lavandería),444.6,22.8,
11/03/2026 07:00,Industrial Washer B (Lavandería),369.8,16.1,
11/03/2026 07:00,Tunnel Dishwasher (Cocina),119.5,23,
11/03/2026 07:00,Pool Pump & Heater System,22.9,67.2,
11/03/2026 07:00,Main Electric Boiler (Caldera),42.6,162.2,
