Timestamp,Equipment Name,Water Consumed (Liters),Energy Consumed (kWh)
2026-03-04 05:00:00,Main Electric Boiler (Caldera),18.6,75.5
2026-03-04 06:00:00,Cooling Tower A (Torre Enfriamiento),520.6,62.4
2026-03-04 06:00:00,Cooling Tower B (Torre Enfriamiento),597.5,62.9
2026-03-04 06:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,266.4
2026-03-04 06:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,245.6
2026-03-04 06:00:00,Industrial Washer A (Lavandería),290.5,15.2
2026-03-04 06:00:00,Industrial Washer B (Lavandería),306.0,13.6
2026-03-04 06:00:00,Tunnel Dishwasher (Cocina),149.7,20.5
2026-03-04 06:00:00,Pool Pump & Heater System,23.3,55.8
2026-03-04 06:00:00,Main Electric Boiler (Caldera),39.5,162.3
2026-03-04 07:00:00,Cooling Tower A (Torre Enfriamiento),888.5,68.1
2026-03-04 07:00:00,Cooling Tower B (Torre Enfriamiento),695.6,107.3
2026-03-04 07:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,235.4
2026-03-04 07:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,329.0
2026-03-04 07:00:00,Industrial Washer A (Lavandería),535.0,24.1
2026-03-04 07:00:00,Industrial Washer B (Lavandería),383.3,22.2
2026-03-04 07:00:00,Tunnel Dishwasher (Cocina),228.6,34.7
2026-03-04 07:00:00,Pool Pump & Heater System,22.8,75.4
2026-03-04 07:00:00,Main Electric Boiler (Caldera),70.2,192.8
2026-03-04 08:00:00,Cooling Tower A (Torre Enfriamiento),535.5,52.7
2026-03-04 08:00:00,Cooling Tower B (Torre Enfriamiento),526.9,54.3
2026-03-04 08:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,208.7
2026-03-04 08:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,214.1
2026-03-04 08:00:00,Industrial Washer A (Lavandería),357.4,16.0
2026-03-04 08:00:00,Industrial Washer B (Lavandería),240.5,17.9
2026-03-04 08:00:00,Tunnel Dishwasher (Cocina),183.1,11.5
2026-03-04 08:00:00,Pool Pump & Heater System,28.5,43.6
2026-03-04 08:00:00,Main Electric Boiler (Caldera),43.9,138.0
2026-03-04 09:00:00,Cooling Tower A (Torre Enfriamiento),685.8,71.5
2026-03-04 09:00:00,Cooling Tower B (Torre Enfriamiento),692.4,60.5
2026-03-04 09:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,363.9
2026-03-04 09:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,251.7
2026-03-04 09:00:00,Industrial Washer A (Lavandería),284.0,19.9
2026-03-04 09:00:00,Industrial Washer B (Lavandería),289.6,18.1
2026-03-04 09:00:00,Tunnel Dishwasher (Cocina),236.7,35.8
2026-03-04 09:00:00,Pool Pump & Heater System,31.8,46.1
2026-03-04 09:00:00,Main Electric Boiler (Caldera),42.2,176.7
2026-03-04 10:00:00,Cooling Tower A (Torre Enfriamiento),1058.4,79.8
2026-03-04 10:00:00,Cooling Tower B (Torre Enfriamiento),657.9,97.6
2026-03-04 10:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,406.5
2026-03-04 10:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,393.2
2026-03-04 10:00:00,Industrial Washer A (Lavandería),544.5,21.1
2026-03-04 10:00:00,Industrial Washer B (Lavandería),632.3,32.8
2026-03-04 10:00:00,Tunnel Dishwasher (Cocina),215.7,23.5
2026-03-04 10:00:00,Pool Pump & Heater System,34.0,92.3
2026-03-04 10:00:00,Main Electric Boiler (Caldera),57.9,243.1
2026-03-04 11:00:00,Cooling Tower A (Torre Enfriamiento),982.1,96.4
2026-03-04 11:00:00,Cooling Tower B (Torre Enfriamiento),741.7,139.0
2026-03-04 11:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,354.7
2026-03-04 11:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,416.8
2026-03-04 11:00:00,Industrial Washer A (Lavandería),371.3,27.5
2026-03-04 11:00:00,Industrial Washer B (Lavandería),539.7,22.3
2026-03-04 11:00:00,Tunnel Dishwasher (Cocina),333.8,39.2
2026-03-04 11:00:00,Pool Pump & Heater System,49.7,96.1
2026-03-04 11:00:00,Main Electric Boiler (Caldera),49.2,241.7
2026-03-04 12:00:00,Cooling Tower A (Torre Enfriamiento),1372.4,112.9
2026-03-04 12:00:00,Cooling Tower B (Torre Enfriamiento),1120.0,107.0
2026-03-04 12:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,490.7
2026-03-04 12:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,471.2
2026-03-04 12:00:00,Industrial Washer A (Lavandería),501.1,36.6
2026-03-04 12:00:00,Industrial Washer B (Lavandería),634.2,22.4
2026-03-04 12:00:00,Tunnel Dishwasher (Cocina),332.0,44.1
2026-03-04 12:00:00,Pool Pump & Heater System,38.3,58.5
2026-03-04 12:00:00,Main Electric Boiler (Caldera),28.9,226.9
2026-03-04 13:00:00,Cooling Tower A (Torre Enfriamiento),1026.5,93.3
2026-03-04 13:00:00,Cooling Tower B (Torre Enfriamiento),944.2,121.0
2026-03-04 13:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,428.4
2026-03-04 13:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,308.7
2026-03-04 13:00:00,Industrial Washer A (Lavandería),443.9,35.7
2026-03-04 13:00:00,Industrial Washer B (Lavandería),541.5,34.6
2026-03-04 13:00:00,Tunnel Dishwasher (Cocina),398.8,38.5
2026-03-04 13:00:00,Pool Pump & Heater System,65.7,72.1
2026-03-04 13:00:00,Main Electric Boiler (Caldera),42.4,216.0
2026-03-04 14:00:00,Cooling Tower A (Torre Enfriamiento),569.5,85.8
2026-03-04 14:00:00,Cooling Tower B (Torre Enfriamiento),1213.3,119.9
2026-03-04 14:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,400.2
2026-03-04 14:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,378.5
2026-03-04 14:00:00,Industrial Washer A (Lavandería),443.6,28.0
2026-03-04 14:00:00,Industrial Washer B (Lavandería),447.0,33.5
2026-03-04 14:00:00,Tunnel Dishwasher (Cocina),218.8,44.3
2026-03-04 14:00:00,Pool Pump & Heater System,55.3,83.3
2026-03-04 14:00:00,Main Electric Boiler (Caldera),38.5,178.8
2026-03-04 15:00:00,Cooling Tower A (Torre Enfriamiento),1011.8,111.6
2026-03-04 15:00:00,Cooling Tower B (Torre Enfriamiento),930.8,116.9
2026-03-04 15:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,436.1
2026-03-04 15:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,343.3
2026-03-04 15:00:00,Industrial Washer A (Lavandería),594.0,23.8
2026-03-04 15:00:00,Industrial Washer B (Lavandería),598.5,23.6
2026-03-04 15:00:00,Tunnel Dishwasher (Cocina),295.3,56.1
2026-03-04 15:00:00,Pool Pump & Heater System,42.7,53.5
2026-03-04 15:00:00,Main Electric Boiler (Caldera),42.4,222.1
2026-03-04 16:00:00,Cooling Tower A (Torre Enfriamiento),906.3,114.2
2026-03-04 16:00:00,Cooling Tower B (Torre Enfriamiento),832.5,100.8
2026-03-04 16:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,435.7
2026-03-04 16:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,467.7
2026-03-04 16:00:00,Industrial Washer A (Lavandería),463.4,42.2
2026-03-04 16:00:00,Industrial Washer B (Lavandería),396.4,35.1
2026-03-04 16:00:00,Tunnel Dishwasher (Cocina),385.6,29.3
2026-03-04 16:00:00,Pool Pump & Heater System,17.0,88.1
2026-03-04 16:00:00,Main Electric Boiler (Caldera),55.2,211.2
2026-03-04 17:00:00,Cooling Tower A (Torre Enfriamiento),1020.8,98.1
2026-03-04 17:00:00,Cooling Tower B (Torre Enfriamiento),957.8,82.3
2026-03-04 17:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,476.6
2026-03-04 17:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,359.7
2026-03-04 17:00:00,Industrial Washer A (Lavandería),554.1,19.9
2026-03-04 17:00:00,Industrial Washer B (Lavandería),456.2,26.1
2026-03-04 17:00:00,Tunnel Dishwasher (Cocina),299.5,40.8
2026-03-04 17:00:00,Pool Pump & Heater System,39.3,48.4
2026-03-04 17:00:00,Main Electric Boiler (Caldera),59.6,228.7
2026-03-04 18:00:00,Cooling Tower A (Torre Enfriamiento),944.3,103.7
2026-03-04 18:00:00,Cooling Tower B (Torre Enfriamiento),1128.5,77.7
2026-03-04 18:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,466.6
2026-03-04 18:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,445.8
2026-03-04 18:00:00,Industrial Washer A (Lavandería),462.8,37.3
2026-03-04 18:00:00,Industrial Washer B (Lavandería),302.9,28.0
2026-03-04 18:00:00,Tunnel Dishwasher (Cocina),300.9,38.8
2026-03-04 18:00:00,Pool Pump & Heater System,36.1,82.1
2026-03-04 18:00:00,Main Electric Boiler (Caldera),27.4,274.7
2026-03-04 19:00:00,Cooling Tower A (Torre Enfriamiento),752.3,96.8
2026-03-04 19:00:00,Cooling Tower B (Torre Enfriamiento),995.2,127.7
2026-03-04 19:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,436.2
2026-03-04 19:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,416.7
2026-03-04 19:00:00,Industrial Washer A (Lavandería),438.7,36.2
2026-03-04 19:00:00,Industrial Washer B (Lavandería),465.0,27.1
2026-03-04 19:00:00,Tunnel Dishwasher (Cocina),406.0,49.0
2026-03-04 19:00:00,Pool Pump & Heater System,17.2,41.9
2026-03-04 19:00:00,Main Electric Boiler (Caldera),61.4,205.0
2026-03-04 20:00:00,Cooling Tower A (Torre Enfriamiento),1039.0,126.6
2026-03-04 20:00:00,Cooling Tower B (Torre Enfriamiento),1185.0,104.9
2026-03-04 20:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,344.4
2026-03-04 20:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,454.5
2026-03-04 20:00:00,Industrial Washer A (Lavandería),608.3,20.1
2026-03-04 20:00:00,Industrial Washer B (Lavandería),458.9,19.9
2026-03-04 20:00:00,Tunnel Dishwasher (Cocina),124.0,29.2
2026-03-04 20:00:00,Pool Pump & Heater System,36.0,79.6
2026-03-04 20:00:00,Main Electric Boiler (Caldera),52.3,279.5
2026-03-04 21:00:00,Cooling Tower A (Torre Enfriamiento),786.3,89.5
2026-03-04 21:00:00,Cooling Tower B (Torre Enfriamiento),1137.2,102.1
2026-03-04 21:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,455.6
2026-03-04 21:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,326.1
2026-03-04 21:00:00,Industrial Washer A (Lavandería),599.0,32.5
2026-03-04 21:00:00,Industrial Washer B (Lavandería),305.2,31.0
2026-03-04 21:00:00,Tunnel Dishwasher (Cocina),289.3,43.3
2026-03-04 21:00:00,Pool Pump & Heater System,24.3,89.9
2026-03-04 21:00:00,Main Electric Boiler (Caldera),36.6,255.6
2026-03-04 22:00:00,Cooling Tower A (Torre Enfriamiento),888.1,110.8
2026-03-04 22:00:00,Cooling Tower B (Torre Enfriamiento),716.9,108.3
2026-03-04 22:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,317.6
2026-03-04 22:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,455.9
2026-03-04 22:00:00,Industrial Washer A (Lavandería),346.0,30.8
2026-03-04 22:00:00,Industrial Washer B (Lavandería),521.8,26.3
2026-03-04 22:00:00,Tunnel Dishwasher (Cocina),221.3,28.5
2026-03-04 22:00:00,Pool Pump & Heater System,45.9,81.3
2026-03-04 22:00:00,Main Electric Boiler (Caldera),70.3,251.9
2026-03-04 23:00:00,Cooling Tower A (Torre Enfriamiento),475.6,64.4
2026-03-04 23:00:00,Cooling Tower B (Torre Enfriamiento),757.8,65.2
2026-03-04 23:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,296.0
2026-03-04 23:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,286.0
2026-03-04 23:00:00,Industrial Washer A (Lavandería),355.8,23.8
2026-03-04 23:00:00,Industrial Washer B (Lavandería),329.5,18.7
2026-03-04 23:00:00,Tunnel Dishwasher (Cocina),251.3,33.8
2026-03-04 23:00:00,Pool Pump & Heater System,31.0,35.0
2026-03-04 23:00:00,Main Electric Boiler (Caldera),47.3,142.0
2026-03-05 00:00:00,Cooling Tower A (Torre Enfriamiento),292.1,28.4
2026-03-05 00:00:00,Cooling Tower B (Torre Enfriamiento),343.4,29.7
2026-03-05 00:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,116.7
2026-03-05 00:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,107.2
2026-03-05 00:00:00,Industrial Washer A (Lavandería),11.5,1.0
2026-03-05 00:00:00,Industrial Washer B (Lavandería),18.6,0.7
2026-03-05 00:00:00,Tunnel Dishwasher (Cocina),7.7,0.8
2026-03-05 00:00:00,Pool Pump & Heater System,3.0,26.0
2026-03-05 00:00:00,Main Electric Boiler (Caldera),7.5,60.9
2026-03-05 01:00:00,Cooling Tower A (Torre Enfriamiento),396.3,44.6
2026-03-05 01:00:00,Cooling Tower B (Torre Enfriamiento),292.7,39.0
2026-03-05 01:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,169.7
2026-03-05 01:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,150.5
2026-03-05 01:00:00,Industrial Washer A (Lavandería),19.0,1.1
2026-03-05 01:00:00,Industrial Washer B (Lavandería),23.2,1.0
2026-03-05 01:00:00,Tunnel Dishwasher (Cocina),15.0,1.3
2026-03-05 01:00:00,Pool Pump & Heater System,8.6,43.9
2026-03-05 01:00:00,Main Electric Boiler (Caldera),19.8,79.4
2026-03-05 02:00:00,Cooling Tower A (Torre Enfriamiento),297.8,37.7
2026-03-05 02:00:00,Cooling Tower B (Torre Enfriamiento),562.2,37.4
2026-03-05 02:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,190.5
2026-03-05 02:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,161.9
2026-03-05 02:00:00,Industrial Washer A (Lavandería),17.1,1.9
2026-03-05 02:00:00,Industrial Washer B (Lavandería),20.8,1.1
2026-03-05 02:00:00,Tunnel Dishwasher (Cocina),13.2,1.8
2026-03-05 02:00:00,Pool Pump & Heater System,24.6,41.5
2026-03-05 02:00:00,Main Electric Boiler (Caldera),17.2,124.5
2026-03-05 03:00:00,Cooling Tower A (Torre Enfriamiento),456.3,49.6
2026-03-05 03:00:00,Cooling Tower B (Torre Enfriamiento),356.2,42.4
2026-03-05 03:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,215.8
2026-03-05 03:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,151.7
2026-03-05 03:00:00,Industrial Washer A (Lavandería),17.3,1.6
2026-03-05 03:00:00,Industrial Washer B (Lavandería),25.7,1.2
2026-03-05 03:00:00,Tunnel Dishwasher (Cocina),12.5,1.6
2026-03-05 03:00:00,Pool Pump & Heater System,16.5,42.2
2026-03-05 03:00:00,Main Electric Boiler (Caldera),27.0,133.6
2026-03-05 04:00:00,Cooling Tower A (Torre Enfriamiento),476.8,46.7
2026-03-05 04:00:00,Cooling Tower B (Torre Enfriamiento),405.8,51.2
2026-03-05 04:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,241.2
2026-03-05 04:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,169.8
2026-03-05 04:00:00,Industrial Washer A (Lavandería),33.3,1.5
2026-03-05 04:00:00,Industrial Washer B (Lavandería),28.6,1.5
2026-03-05 04:00:00,Tunnel Dishwasher (Cocina),17.7,2.1
2026-03-05 04:00:00,Pool Pump & Heater System,18.2,43.9
2026-03-05 04:00:00,Main Electric Boiler (Caldera),20.5,98.1
2026-03-05 05:00:00,Cooling Tower A (Torre Enfriamiento),298.9,31.8
2026-03-05 05:00:00,Cooling Tower B (Torre Enfriamiento),341.3,33.9
2026-03-05 05:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,124.3
2026-03-05 05:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,111.6
2026-03-05 05:00:00,Industrial Washer A (Lavandería),17.1,1.2
2026-03-05 05:00:00,Industrial Washer B (Lavandería),17.6,0.9
2026-03-05 05:00:00,Tunnel Dishwasher (Cocina),10.7,1.1
2026-03-05 05:00:00,Pool Pump & Heater System,8.8,17.3
2026-03-05 05:00:00,Main Electric Boiler (Caldera),17.1,66.5
2026-03-05 06:00:00,Cooling Tower A (Torre Enfriamiento),718.8,78.2
2026-03-05 06:00:00,Cooling Tower B (Torre Enfriamiento),945.3,65.4
2026-03-05 06:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,338.5
2026-03-05 06:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,319.5
2026-03-05 06:00:00,Industrial Washer A (Lavandería),334.3,26.0
2026-03-05 06:00:00,Industrial Washer B (Lavandería),399.5,21.6
2026-03-05 06:00:00,Tunnel Dishwasher (Cocina),291.7,35.7
2026-03-05 06:00:00,Pool Pump & Heater System,7.0,52.8
2026-03-05 06:00:00,Main Electric Boiler (Caldera),21.6,166.5
2026-03-05 07:00:00,Cooling Tower A (Torre Enfriamiento),373.0,66.6
2026-03-05 07:00:00,Cooling Tower B (Torre Enfriamiento),544.6,55.8
2026-03-05 07:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,290.8
2026-03-05 07:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,252.2
2026-03-05 07:00:00,Industrial Washer A (Lavandería),371.3,17.3
2026-03-05 07:00:00,Industrial Washer B (Lavandería),443.6,14.0
2026-03-05 07:00:00,Tunnel Dishwasher (Cocina),240.9,24.6
2026-03-05 07:00:00,Pool Pump & Heater System,9.6,48.0
2026-03-05 07:00:00,Main Electric Boiler (Caldera),39.1,120.3
2026-03-05 08:00:00,Cooling Tower A (Torre Enfriamiento),650.4,65.0
2026-03-05 08:00:00,Cooling Tower B (Torre Enfriamiento),896.0,76.8
2026-03-05 08:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,288.1
2026-03-05 08:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,267.2
2026-03-05 08:00:00,Industrial Washer A (Lavandería),414.2,25.7
2026-03-05 08:00:00,Industrial Washer B (Lavandería),405.7,17.0
2026-03-05 08:00:00,Tunnel Dishwasher (Cocina),169.9,2.4
2026-03-05 08:00:00,Pool Pump & Heater System,17.4,46.1
2026-03-05 08:00:00,Main Electric Boiler (Caldera),41.6,162.5
2026-03-05 09:00:00,Cooling Tower A (Torre Enfriamiento),790.8,94.2
2026-03-05 09:00:00,Cooling Tower B (Torre Enfriamiento),817.1,88.6
2026-03-05 09:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,317.3
2026-03-05 09:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,350.9
2026-03-05 09:00:00,Industrial Washer A (Lavandería),469.5,29.0
2026-03-05 09:00:00,Industrial Washer B (Lavandería),369.9,19.8
2026-03-05 09:00:00,Tunnel Dishwasher (Cocina),284.5,36.4
2026-03-05 09:00:00,Pool Pump & Heater System,20.6,78.2
2026-03-05 09:00:00,Main Electric Boiler (Caldera),24.1,219.6
2026-03-05 10:00:00,Cooling Tower A (Torre Enfriamiento),1166.1,128.8
2026-03-05 10:00:00,Cooling Tower B (Torre Enfriamiento),1497.3,97.9
2026-03-05 10:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,446.4
2026-03-05 10:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,439.4
2026-03-05 10:00:00,Industrial Washer A (Lavandería),655.1,31.4
2026-03-05 10:00:00,Industrial Washer B (Lavandería),476.2,29.7
2026-03-05 10:00:00,Tunnel Dishwasher (Cocina),303.0,51.3
2026-03-05 10:00:00,Pool Pump & Heater System,28.5,58.1
2026-03-05 10:00:00,Main Electric Boiler (Caldera),90.6,348.6
2026-03-05 11:00:00,Cooling Tower A (Torre Enfriamiento),751.3,110.7
2026-03-05 11:00:00,Cooling Tower B (Torre Enfriamiento),867.7,110.3
2026-03-05 11:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,435.4
2026-03-05 11:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,441.9
2026-03-05 11:00:00,Industrial Washer A (Lavandería),498.0,40.1
2026-03-05 11:00:00,Industrial Washer B (Lavandería),431.2,26.3
2026-03-05 11:00:00,Tunnel Dishwasher (Cocina),300.9,29.9
2026-03-05 11:00:00,Pool Pump & Heater System,31.1,71.6
2026-03-05 11:00:00,Main Electric Boiler (Caldera),49.9,313.5
2026-03-05 12:00:00,Cooling Tower A (Torre Enfriamiento),963.1,78.7
2026-03-05 12:00:00,Cooling Tower B (Torre Enfriamiento),1010.3,113.9
2026-03-05 12:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,385.9
2026-03-05 12:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,366.3
2026-03-05 12:00:00,Industrial Washer A (Lavandería),369.0,27.0
2026-03-05 12:00:00,Industrial Washer B (Lavandería),643.7,19.6
2026-03-05 12:00:00,Tunnel Dishwasher (Cocina),353.8,51.4
2026-03-05 12:00:00,Pool Pump & Heater System,66.7,92.4
2026-03-05 12:00:00,Main Electric Boiler (Caldera),78.6,258.0
2026-03-05 13:00:00,Cooling Tower A (Torre Enfriamiento),1612.3,108.7
2026-03-05 13:00:00,Cooling Tower B (Torre Enfriamiento),1112.8,134.0
2026-03-05 13:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,498.8
2026-03-05 13:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,435.5
2026-03-05 13:00:00,Industrial Washer A (Lavandería),587.1,22.3
2026-03-05 13:00:00,Industrial Washer B (Lavandería),482.3,30.7
2026-03-05 13:00:00,Tunnel Dishwasher (Cocina),347.1,57.1
2026-03-05 13:00:00,Pool Pump & Heater System,36.7,50.0
2026-03-05 13:00:00,Main Electric Boiler (Caldera),84.0,310.0
2026-03-05 14:00:00,Cooling Tower A (Torre Enfriamiento),910.2,106.6
2026-03-05 14:00:00,Cooling Tower B (Torre Enfriamiento),827.4,101.7
2026-03-05 14:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,466.0
2026-03-05 14:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,389.5
2026-03-05 14:00:00,Industrial Washer A (Lavandería),520.6,19.8
2026-03-05 14:00:00,Industrial Washer B (Lavandería),540.4,21.3
2026-03-05 14:00:00,Tunnel Dishwasher (Cocina),345.2,41.3
2026-03-05 14:00:00,Pool Pump & Heater System,37.1,80.8
2026-03-05 14:00:00,Main Electric Boiler (Caldera),62.8,283.8
2026-03-05 15:00:00,Cooling Tower A (Torre Enfriamiento),1010.3,97.7
2026-03-05 15:00:00,Cooling Tower B (Torre Enfriamiento),639.3,90.0
2026-03-05 15:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,331.8
2026-03-05 15:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,289.3
2026-03-05 15:00:00,Industrial Washer A (Lavandería),501.6,23.4
2026-03-05 15:00:00,Industrial Washer B (Lavandería),688.0,23.8
2026-03-05 15:00:00,Tunnel Dishwasher (Cocina),351.0,25.0
2026-03-05 15:00:00,Pool Pump & Heater System,27.5,68.5
2026-03-05 15:00:00,Main Electric Boiler (Caldera),40.6,208.9
2026-03-05 16:00:00,Cooling Tower A (Torre Enfriamiento),849.0,98.2
2026-03-05 16:00:00,Cooling Tower B (Torre Enfriamiento),1032.8,100.6
2026-03-05 16:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,379.7
2026-03-05 16:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,364.6
2026-03-05 16:00:00,Industrial Washer A (Lavandería),464.1,28.6
2026-03-05 16:00:00,Industrial Washer B (Lavandería),454.2,20.9
2026-03-05 16:00:00,Tunnel Dishwasher (Cocina),292.6,38.8
2026-03-05 16:00:00,Pool Pump & Heater System,43.9,34.3
2026-03-05 16:00:00,Main Electric Boiler (Caldera),52.7,185.9
2026-03-05 17:00:00,Cooling Tower A (Torre Enfriamiento),1021.5,87.8
2026-03-05 17:00:00,Cooling Tower B (Torre Enfriamiento),996.8,108.5
2026-03-05 17:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,389.4
2026-03-05 17:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,424.5
2026-03-05 17:00:00,Industrial Washer A (Lavandería),517.6,31.6
2026-03-05 17:00:00,Industrial Washer B (Lavandería),534.3,22.6
2026-03-05 17:00:00,Tunnel Dishwasher (Cocina),286.5,44.4
2026-03-05 17:00:00,Pool Pump & Heater System,52.1,79.5
2026-03-05 17:00:00,Main Electric Boiler (Caldera),49.9,264.0
2026-03-05 18:00:00,Cooling Tower A (Torre Enfriamiento),905.2,101.0
2026-03-05 18:00:00,Cooling Tower B (Torre Enfriamiento),1055.8,110.4
2026-03-05 18:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,450.9
2026-03-05 18:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,463.6
2026-03-05 18:00:00,Industrial Washer A (Lavandería),625.4,32.9
2026-03-05 18:00:00,Industrial Washer B (Lavandería),383.6,31.5
2026-03-05 18:00:00,Tunnel Dishwasher (Cocina),342.7,38.8
2026-03-05 18:00:00,Pool Pump & Heater System,35.7,71.8
2026-03-05 18:00:00,Main Electric Boiler (Caldera),51.2,173.8
2026-03-05 19:00:00,Cooling Tower A (Torre Enfriamiento),795.3,75.1
2026-03-05 19:00:00,Cooling Tower B (Torre Enfriamiento),1191.1,80.6
2026-03-05 19:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,353.8
2026-03-05 19:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,411.6
2026-03-05 19:00:00,Industrial Washer A (Lavandería),548.7,21.3
2026-03-05 19:00:00,Industrial Washer B (Lavandería),515.3,25.3
2026-03-05 19:00:00,Tunnel Dishwasher (Cocina),401.0,41.8
2026-03-05 19:00:00,Pool Pump & Heater System,31.3,51.6
2026-03-05 19:00:00,Main Electric Boiler (Caldera),42.5,191.6
2026-03-05 20:00:00,Cooling Tower A (Torre Enfriamiento),1023.4,106.6
2026-03-05 20:00:00,Cooling Tower B (Torre Enfriamiento),1164.8,135.9
2026-03-05 20:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,424.5
2026-03-05 20:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,388.5
2026-03-05 20:00:00,Industrial Washer A (Lavandería),370.5,31.0
2026-03-05 20:00:00,Industrial Washer B (Lavandería),531.8,19.1
2026-03-05 20:00:00,Tunnel Dishwasher (Cocina),274.0,40.4
2026-03-05 20:00:00,Pool Pump & Heater System,40.6,83.9
2026-03-05 20:00:00,Main Electric Boiler (Caldera),48.3,237.2
2026-03-05 21:00:00,Cooling Tower A (Torre Enfriamiento),757.1,88.8
2026-03-05 21:00:00,Cooling Tower B (Torre Enfriamiento),578.2,90.1
2026-03-05 21:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,360.1
2026-03-05 21:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,369.2
2026-03-05 21:00:00,Industrial Washer A (Lavandería),510.6,29.7
2026-03-05 21:00:00,Industrial Washer B (Lavandería),464.4,21.8
2026-03-05 21:00:00,Tunnel Dishwasher (Cocina),168.3,33.7
2026-03-05 21:00:00,Pool Pump & Heater System,22.5,74.3
2026-03-05 21:00:00,Main Electric Boiler (Caldera),70.6,252.9
